age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry
64,3,11,10,4,9,2,4,1,0,0,43,38
47,3,11,13,2,11,0,4,1,0,0,40,32
49,3,15,13,0,2,4,4,0,0,0,10,38
35,7,10,13,2,6,0,4,1,0,0,45,38
33,1,11,9,4,9,5,4,1,0,0,40,38
47,1,9,9,2,14,2,4,1,0,0,40,38
49,1,9,13,0,13,0,4,0,0,0,40,38
43,3,11,9,0,9,3,4,1,0,0,16,38
41,3,1,6,6,3,3,4,1,0,0,60,38
26,3,11,13,2,9,1,4,1,0,0,15,38
22,3,7,9,2,2,0,4,0,0,0,44,38
49,3,6,13,4,11,1,4,1,0,0,25,38
41,4,15,10,0,9,0,2,1,0,0,24,38
72,5,15,10,0,12,0,4,1,0,0,40,32
18,3,9,10,0,12,0,4,1,0,0,50,38
45,3,11,10,0,12,3,4,1,0,0,40,38
27,3,11,13,2,14,0,4,1,0,0,41,38
32,1,11,14,2,12,3,4,1,0,0,20,38
47,3,9,13,4,2,0,4,1,0,0,40,38
53,3,9,14,2,0,1,4,0,0,0,40,38
21,6,11,10,2,9,0,4,0,0,0,35,38
27,3,1,9,0,2,4,2,1,0,0,40,38
63,3,9,9,4,2,0,4,1,0,0,40,38
37,4,9,9,2,0,0,4,0,0,0,50,38
48,3,15,13,2,3,4,4,0,0,0,45,37
39,3,11,13,4,9,1,4,1,0,0,40,38
27,3,12,6,4,2,4,3,1,4650,0,20,38
38,4,1,10,2,9,3,4,1,0,0,40,38
25,3,15,11,4,6,3,4,1,0,0,10,5
50,6,0,9,2,14,1,4,1,0,0,40,38
42,3,11,10,2,3,1,4,1,0,0,35,38
45,3,12,9,2,11,3,4,1,0,0,40,38
67,5,9,10,4,2,0,4,1,0,0,32,38
45,3,1,9,2,6,0,4,0,3887,0,40,38
40,3,15,11,6,5,0,4,1,0,0,40,38
53,3,8,5,2,5,0,4,1,0,0,40,38
61,1,11,14,0,7,1,4,1,0,0,25,39
21,5,9,16,4,9,3,4,1,0,0,50,38
37,3,11,14,2,7,3,4,1,0,2415,29,38
46,5,9,10,4,13,2,4,1,0,0,15,38
38,3,15,11,0,0,3,4,0,0,0,40,38
17,3,11,13,0,5,4,4,1,0,0,40,38
37,3,11,13,2,0,3,4,1,0,0,35,38
42,3,11,9,4,12,3,4,1,0,0,40,38
29,5,11,10,4,3,0,4,1,0,0,40,38
40,3,11,12,2,0,4,2,0,0,0,60,38
60,3,5,10,0,10,0,4,1,2635,0,50,38
30,3,4,14,0,11,0,1,0,0,1977,40,38
46,3,11,9,4,6,1,4,1,0,0,45,38
36,1,5,9,4,9,5,4,1,0,0,40,1
40,0,9,9,0,11,1,1,0,0,0,15,38
46,3,12,15,4,6,4,4,0,0,0,40,38
51,7,1,13,2,11,0,4,1,0,0,40,38
19,3,8,10,2,0,0,4,1,0,0,40,38
34,3,15,3,2,14,4,2,1,0,0,35,38
56,5,7,13,4,13,0,1,1,3411,0,40,38
54,3,11,9,5,2,3,4,1,0,0,50,38
25,3,12,4,4,13,1,4,1,0,0,25,38
28,3,14,9,2,5,0,4,0,0,0,40,38
61,3,11,10,4,6,0,1,1,6849,0,40,38
25,5,15,9,2,3,0,4,1,0,0,50,38
43,3,11,10,2,3,0,4,1,0,0,24,38
27,3,11,9,4,3,3,4,1,0,0,40,38
59,3,0,9,4,3,0,4,1,4416,0,45,38
32,5,11,4,0,11,0,4,1,0,0,10,38
38,6,5,13,2,3,3,4,1,2329,0,45,38
44,5,7,8,2,2,1,4,1,4508,0,40,38
46,3,15,14,2,7,1,4,1,0,0,50,1
29,5,11,7,2,6,0,4,1,0,0,40,38
26,3,8,13,4,9,0,2,1,0,0,40,38
35,3,9,7,4,11,0,4,0,0,0,40,38
24,3,15,10,2,0,0,4,1,0,0,45,8
24,6,9,9,4,2,4,4,1,0,0,40,39
36,3,11,10,2,0,1,4,1,0,0,50,38
49,0,11,8,2,0,0,3,1,0,0,45,38
21,3,1,13,2,3,4,4,1,2597,0,50,25
18,3,9,7,2,11,0,4,0,0,0,40,38
46,3,9,9,4,3,0,4,1,0,0,42,38
36,1,9,8,0,3,0,4,0,0,0,48,38
44,3,15,9,2,11,4,4,1,0,0,38,38
53,3,9,3,2,3,1,4,1,0,0,30,38
50,3,0,9,2,2,0,4,1,0,0,37,38
31,3,8,10,6,4,5,4,1,0,0,40,8
35,3,15,10,2,5,1,4,1,15024,0,50,38
30,3,9,10,5,6,3,4,1,0,0,40,38
33,3,11,8,0,5,5,4,1,0,0,40,38
36,3,9,9,2,11,2,4,0,0,0,40,38
22,3,9,4,6,7,0,4,0,0,0,35,38
23,7,8,14,2,7,1,4,1,0,0,4,38
24,1,15,15,0,3,4,2,0,0,0,60,38
35,3,15,10,2,7,1,4,1,0,0,40,38
56,3,15,9,0,7,0,4,0,0,0,23,8
45,3,8,10,2,6,1,4,0,0,1977,40,38
25,5,7,10,2,9,0,4,1,0,0,40,38
42,3,9,10,2,3,0,2,1,0,0,40,38
19,3,15,14,2,3,1,4,0,0,2377,40,38
45,3,11,9,4,0,0,4,0,0,0,50,38
21,3,15,9,0,5,0,4,0,0,0,48,38
44,3,12,13,4,11,1,4,1,0,0,25,38
42,3,15,14,4,2,1,2,1,0,0,68,38
23,3,11,10,4,9,1,4,1,0,0,23,38
29,6,15,9,2,4,1,4,1,0,0,50,38
31,7,11,9,4,12,1,4,0,0,0,55,38
60,3,11,9,2,5,0,4,1,0,2444,40,38
27,3,9,14,0,7,3,4,1,0,0,40,38
36,3,8,7,0,11,0,4,1,0,0,40,38
46,3,2,13,4,9,0,4,0,14084,0,40,38
46,7,9,10,3,11,0,4,1,0,0,40,38
44,3,11,6,0,4,0,4,1,0,0,42,38
58,4,10,10,4,11,0,2,1,0,0,40,38
68,3,11,10,0,3,0,4,0,0,0,16,38
20,1,13,9,2,2,0,4,0,0,0,40,38
42,3,9,14,4,7,0,2,0,0,0,20,38
53,3,15,1,2,13,1,4,0,0,0,43,38
46,4,15,8,2,11,0,4,1,0,0,40,38
40,0,12,13,0,11,1,4,1,0,0,40,38
34,5,8,6,2,9,0,4,1,0,0,40,38
20,7,6,10,4,9,4,4,1,0,0,40,38
36,3,12,13,4,3,4,4,0,0,0,50,38
20,3,11,9,2,7,3,4,1,0,0,50,38
34,3,5,10,2,6,3,3,0,0,0,20,38
77,3,11,14,2,9,0,4,1,0,0,72,38
82,5,9,9,0,0,0,4,1,0,0,40,38
40,3,15,7,2,3,0,4,0,0,0,40,38
39,4,7,10,5,9,3,4,0,0,0,45,38
34,3,11,13,2,9,5,4,1,0,0,35,38
26,4,2,9,4,6,5,4,0,0,0,40,38
56,3,9,7,2,12,0,4,0,0,0,40,38
39,3,11,16,4,0,0,4,1,0,0,40,38
48,3,11,9,4,5,3,4,1,0,0,40,38
20,5,15,9,2,6,0,4,1,0,0,40,38
58,3,8,14,4,9,0,4,1,0,0,55,25
35,3,15,6,0,14,3,4,1,0,0,40,38
47,3,1,9,4,7,1,4,1,0,0,45,38
37,3,9,9,2,13,1,4,1,0,0,40,38
30,3,5,14,2,14,0,4,1,0,0,43,38
20,4,11,9,2,10,1,4,1,0,0,40,38
27,4,9,14,2,5,1,4,0,0,0,40,38
19,3,8,11,0,13,1,4,0,0,0,60,38
23,3,12,7,2,9,1,4,0,0,0,50,38
27,0,11,9,4,2,0,4,1,0,0,40,38
21,3,11,16,5,3,1,4,1,0,0,40,38
28,3,8,9,4,2,5,4,1,0,0,40,38
53,3,11,7,2,7,4,4,1,0,0,40,38
65,1,9,10,0,9,1,2,0,99999,0,40,38
21,4,9,9,4,11,0,4,1,0,1429,48,25
47,6,11,14,4,3,3,4,1,0,0,50,38
40,3,9,7,4,6,0,4,0,0,0,16,38
30,3,11,12,2,6,4,4,0,0,0,40,38
43,5,1,13,4,14,3,4,1,0,0,40,38
29,3,15,11,4,6,0,4,1,0,0,50,38
44,5,11,14,4,5,0,4,1,0,0,52,38
65,4,3,13,2,9,1,4,0,0,0,25,38
56,3,15,10,2,12,3,4,0,0,2231,44,38
25,3,11,9,2,7,4,4,1,0,1848,12,38
40,3,9,10,2,9,0,4,1,0,0,40,25
27,5,15,13,2,5,1,4,0,0,0,40,25
22,1,9,13,2,13,4,4,1,0,0,50,38
68,0,11,13,2,6,0,4,1,0,0,52,38
19,3,15,14,4,14,0,4,0,0,0,40,38
17,6,11,13,2,3,0,4,1,0,0,40,38
38,3,15,13,4,3,0,4,1,0,0,45,38
42,5,4,9,2,0,0,4,1,0,0,38,38
28,3,8,10,2,13,1,4,1,0,0,40,38
34,3,11,10,0,6,2,4,0,0,0,70,38
45,3,8,9,2,6,4,4,0,0,0,40,38
51,3,9,13,2,3,0,4,1,0,0,50,38
41,3,8,13,0,14,1,4,1,0,0,39,38
31,3,15,13,2,12,1,4,1,5178,0,40,38
42,4,15,12,2,0,0,4,1,0,0,28,38
29,3,11,10,2,9,1,2,1,0,0,40,38
25,1,15,6,2,6,3,4,1,0,0,40,38
34,3,11,7,2,6,0,4,0,0,0,55,38
25,3,0,10,2,9,0,2,0,0,0,45,21
46,3,11,10,2,0,0,4,0,0,0,60,38
36,3,15,13,6,2,0,4,1,0,0,40,38
33,3,11,9,0,0,1,2,0,0,0,55,38
35,3,11,9,2,5,0,4,1,0,0,40,38
39,7,14,4,2,2,1,4,1,0,0,45,38
46,3,15,9,2,14,0,4,1,0,0,99,38
32,3,11,14,4,7,5,4,1,0,0,50,38
30,3,7,13,4,0,0,4,1,0,0,15,38
48,3,9,9,2,9,1,4,0,0,0,50,38
55,3,14,10,2,9,1,4,0,0,0,40,38
19,7,11,7,4,14,1,4,1,0,0,48,38
23,5,9,9,0,0,1,4,1,0,0,40,38
47,3,8,15,2,4,1,4,1,99999,0,45,38
26,5,11,9,2,11,0,4,0,0,0,3,38
19,3,15,9,0,9,5,4,1,0,0,38,38
37,3,9,6,2,3,0,4,1,0,0,36,32
69,3,11,7,0,0,0,4,0,15024,0,40,38
27,3,9,13,2,11,0,4,1,0,0,40,38
22,3,6,11,5,2,1,4,1,0,0,50,38
38,3,11,12,2,11,0,2,0,0,0,60,38
38,3,11,13,4,4,3,4,1,0,0,40,38
49,3,11,3,1,14,0,4,0,0,0,43,38
22,1,15,8,2,2,0,4,1,0,0,32,38
47,0,9,10,2,9,3,4,1,0,0,55,38
43,3,8,14,6,11,0,4,1,0,0,65,38
71,3,15,10,2,3,0,4,0,0,0,25,38
46,3,11,13,2,3,5,4,0,0,0,40,38
32,3,11,13,4,6,1,4,1,0,0,48,38
29,5,0,13,4,3,3,4,0,0,0,40,38
36,3,1,9,5,13,1,4,0,0,0,40,38
32,3,15,7,2,11,3,4,1,0,0,50,38
41,7,11,11,0,2,1,1,0,0,0,40,38
53,3,9,14,6,2,0,4,1,0,0,55,38
35,3,9,9,4,2,0,4,1,4064,0,54,38
57,3,15,9,0,9,3,4,1,0,0,20,38
73,3,15,5,2,13,1,4,1,0,0,40,38
23,7,11,13,4,0,0,4,1,0,0,30,38
28,3,11,9,2,2,3,4,1,0,0,45,38
20,3,15,10,4,11,1,4,1,0,0,40,38
33,3,9,10,2,5,0,4,1,0,0,48,38
41,3,6,10,2,2,0,4,0,0,0,40,38
39,3,12,9,2,2,1,4,1,0,0,50,38
52,5,15,13,4,9,1,4,0,3325,0,35,38
54,3,11,9,4,9,0,4,0,0,0,80,38
50,3,15,10,2,14,0,4,1,0,0,40,38
39,3,8,5,4,3,3,4,0,0,0,45,38
23,3,12,10,2,7,0,4,1,0,0,20,38
26,3,11,9,2,3,3,4,0,0,0,40,38
46,3,12,7,2,13,0,4,1,0,0,42,38
49,3,11,13,2,2,0,4,1,0,0,25,38
22,3,11,13,2,4,3,4,1,0,0,40,38
47,3,11,2,2,9,4,2,1,0,0,60,38
75,4,15,7,3,4,1,4,1,0,0,24,38
49,3,7,14,2,9,0,2,1,0,0,43,38
44,3,11,15,4,2,1,4,0,4064,0,44,38
18,3,9,7,2,0,0,4,0,3103,0,40,4
30,1,15,9,4,14,0,2,0,0,0,24,38
26,1,10,13,4,14,4,4,1,0,0,20,38
40,3,11,9,4,2,1,4,1,0,0,35,38
30,7,11,13,2,6,5,4,0,0,0,40,31
43,6,1,9,0,7,0,2,1,0,0,60,38
36,0,9,10,2,14,0,4,0,0,0,20,38
25,3,9,13,2,0,5,4,0,0,0,70,38
36,3,11,9,4,3,0,4,1,0,0,35,38
33,3,11,9,2,2,3,4,1,10520,0,74,38
17,3,9,9,2,4,0,4,0,2538,0,40,38
23,3,15,12,0,3,3,4,0,0,0,20,38
27,3,11,14,2,14,1,4,0,0,0,40,38
21,3,7,9,2,2,0,4,1,0,0,40,38
26,4,11,13,4,2,1,4,1,0,0,48,38
30,3,12,9,2,2,0,4,0,0,0,38,38
39,3,11,9,2,0,2,4,1,0,0,40,38
47,3,3,11,2,3,3,4,1,0,0,35,38
34,4,15,10,2,0,5,4,0,0,0,40,38
26,3,11,10,4,3,0,4,0,0,0,25,38
42,6,11,13,0,0,0,4,1,0,0,42,38
24,3,9,6,2,9,0,0,0,0,0,40,38
21,0,9,10,3,0,1,4,1,0,0,50,38
29,3,11,10,0,2,5,4,1,0,0,40,38
26,3,12,10,2,6,3,1,1,0,0,60,38
52,3,15,13,3,14,4,4,1,0,0,20,25
46,3,0,10,4,0,1,4,0,5178,0,40,38
34,5,11,9,2,14,1,4,0,0,0,20,38
40,7,5,9,2,6,3,4,1,0,0,40,38
18,4,11,10,4,0,0,4,1,0,0,40,7
25,3,11,10,2,6,0,4,1,0,0,70,38
42,3,10,10,4,6,1,4,1,0,0,38,38
61,3,11,13,6,14,1,4,1,0,0,30,38
40,4,6,13,4,12,0,4,1,0,0,35,38
42,3,1,10,2,9,3,4,1,0,0,40,38
23,3,11,11,4,10,5,4,1,0,0,40,38
47,3,15,11,4,6,3,4,1,0,0,45,38
28,7,9,10,4,12,0,4,1,0,0,40,38
36,4,4,10,2,4,0,4,1,0,0,40,38
48,5,11,9,4,7,3,4,1,0,0,32,38
28,3,11,9,2,9,3,4,0,0,0,40,38
39,7,12,16,0,7,5,4,1,0,0,15,38
34,5,12,7,2,3,0,4,1,0,0,50,38
28,3,1,10,2,9,0,4,0,0,1740,40,38
59,1,11,10,4,6,0,4,1,0,0,20,38
30,3,9,7,4,3,0,4,0,0,0,25,38
44,5,9,9,6,3,4,4,1,0,0,30,38
49,3,9,10,4,7,4,4,0,0,1902,50,38
29,7,15,10,4,0,1,4,0,0,0,20,38
39,3,15,11,3,9,1,2,0,0,0,20,38
58,3,11,10,2,12,3,4,1,0,0,50,38
42,3,0,9,4,4,5,4,1,0,0,70,38
33,3,11,10,4,6,4,4,1,7688,0,40,38
22,3,1,9,2,3,1,0,0,0,0,45,38
54,3,11,10,2,14,1,4,1,0,0,60,38
27,3,12,13,2,4,0,2,1,0,1977,40,38
63,3,9,11,2,11,2,4,0,0,0,20,38
44,3,11,13,2,3,4,4,0,0,0,32,38
54,5,15,9,4,7,0,4,0,0,0,45,38
21,3,15,11,4,13,3,4,1,0,0,60,38
47,3,5,9,0,3,0,4,1,0,0,60,38
37,3,11,11,4,7,3,4,1,0,0,40,38
19,3,15,9,2,9,0,4,0,0,0,60,38
48,3,8,5,2,7,1,4,0,0,0,2,38
46,3,9,10,4,14,1,4,1,0,0,40,38
49,3,9,13,2,6,1,4,0,0,0,45,38
46,3,11,13,6,2,1,4,0,0,0,40,38
38,3,9,9,6,11,5,4,1,15024,0,30,38
68,5,9,13,2,9,1,4,0,0,0,45,38
35,3,11,14,4,13,0,4,0,0,0,60,38
21,3,0,6,2,9,5,4,0,0,0,24,38
36,6,8,10,2,0,0,2,0,0,1628,45,38
44,3,8,10,4,8,2,2,0,0,0,40,38
49,3,11,9,0,3,1,4,1,0,0,40,38
75,3,15,9,0,6,0,4,0,0,0,50,38
42,3,15,13,2,11,1,4,1,0,0,50,25
42,3,11,10,4,0,3,2,0,0,1977,50,38
41,3,15,10,2,9,0,4,0,0,0,30,38
68,1,9,9,2,11,3,4,1,0,0,54,38
36,5,1,11,2,2,1,4,1,0,0,25,38
27,3,11,9,2,2,0,4,1,0,0,40,38
40,3,9,7,2,12,1,4,0,0,0,18,38
23,3,11,16,0,5,3,2,1,0,0,40,38
37,3,11,10,4,0,0,4,1,99999,1887,4,38
30,3,4,13,4,0,1,4,0,0,0,40,38
54,5,11,9,2,7,1,4,1,0,0,40,38
37,3,9,4,4,9,1,2,1,0,1887,45,38
52,5,11,13,2,7,3,4,1,0,0,30,38
46,5,11,10,2,5,0,4,1,0,0,30,38
36,1,1,13,4,7,5,4,1,0,0,40,38
54,3,4,10,2,9,0,4,0,0,0,45,38
49,1,2,15,4,0,0,4,1,0,0,55,38
59,3,11,9,6,11,5,4,0,0,0,60,38
66,3,15,13,2,10,1,4,1,0,0,40,38
36,4,8,10,2,2,3,4,1,0,0,16,38
24,0,15,6,4,11,0,4,1,0,0,40,38
41,3,11,9,2,0,0,4,1,0,0,40,38
58,3,11,12,0,6,1,4,0,0,0,24,38
34,0,11,9,4,9,5,2,1,2202,0,40,38
28,3,11,13,4,3,1,4,0,0,0,40,38
19,3,9,9,2,13,0,3,0,0,0,40,38
55,3,15,9,2,7,4,4,1,7298,0,40,38
73,3,2,9,4,0,1,4,0,0,0,60,38
42,4,11,10,2,2,0,2,0,1151,0,40,38
24,3,11,9,2,0,4,4,1,0,0,30,38
41,5,11,9,2,8,0,1,0,0,0,40,39
44,3,11,10,2,4,0,4,0,0,0,40,38
49,3,7,5,4,11,1,4,1,0,0,40,38
30,3,1,9,4,2,5,4,1,0,0,50,38
54,3,15,10,4,11,3,2,1,0,0,40,38
28,3,15,10,2,11,0,4,1,0,0,40,38
48,3,5,10,4,6,0,4,1,0,0,40,38
51,3,9,13,2,13,1,4,1,2174,0,40,38
51,6,15,13,2,12,4,4,1,0,0,48,38
26,6,15,10,2,9,1,4,0,0,0,50,38
38,5,11,9,0,0,3,4,0,0,0,50,38
40,3,15,10,2,6,0,4,0,0,0,40,38
66,3,11,14,2,0,1,4,1,0,0,30,38
39,1,15,10,4,9,1,4,1,0,0,43,38
20,3,8,12,2,11,1,4,1,0,1902,40,38
19,3,8,13,4,11,1,4,1,0,0,45,38
43,3,11,13,4,9,1,4,1,0,0,40,38
61,3,15,9,4,11,0,4,1,0,0,40,38
63,3,11,10,4,9,0,4,0,0,2415,40,38
36,3,12,3,4,7,1,4,0,0,0,40,38
49,3,8,11,2,12,1,4,1,0,0,40,38
20,3,12,10,2,3,0,4,1,0,0,40,38
25,3,1,9,2,7,0,4,0,0,0,40,38
18,3,9,9,4,2,0,4,1,0,0,35,38
57,3,14,6,2,2,0,4,1,15024,0,50,38
24,7,7,9,2,6,0,4,1,0,0,45,38
45,3,8,10,0,9,5,4,1,0,0,40,38
30,3,15,11,4,14,1,4,1,0,0,80,38
42,3,11,10,2,3,1,4,1,0,1902,40,38
22,7,15,11,4,2,0,4,1,0,0,40,38
46,1,9,9,0,14,4,4,1,0,1902,80,38
23,1,11,10,2,6,3,4,1,0,0,37,38
33,1,11,9,0,3,1,1,1,0,0,40,38
41,3,9,15,4,0,0,4,1,0,0,48,38
45,3,12,9,2,5,1,4,0,0,0,80,38
26,5,12,10,6,11,3,4,0,0,1628,50,38
42,3,15,10,0,2,1,4,1,0,0,20,38
33,5,11,9,0,2,1,4,1,0,0,40,25
65,3,11,5,6,0,0,4,0,0,0,40,38
59,3,15,3,2,9,3,4,1,0,0,40,38
34,3,12,9,3,2,1,4,1,0,0,40,39
23,3,9,11,4,9,0,4,1,0,0,40,38
90,3,12,15,2,6,4,4,0,0,0,40,38
49,3,11,9,0,13,1,4,1,0,0,35,38
57,4,7,5,0,2,0,4,1,0,0,40,38
33,3,11,13,0,13,0,4,0,0,0,32,2
39,3,9,13,5,0,1,4,1,0,0,48,38
28,3,15,9,2,3,0,2,1,0,0,48,38
30,3,0,10,4,3,4,4,1,0,0,20,38
58,3,9,13,4,0,3,4,1,2105,0,99,38
40,3,0,8,5,6,0,4,1,7688,0,45,38
65,3,15,11,2,8,0,4,0,0,0,40,38
18,3,11,10,4,9,1,4,0,0,0,50,32
24,0,11,9,0,3,0,4,0,0,0,45,38
23,3,4,6,2,11,0,4,0,0,0,50,38
43,4,8,9,5,7,1,4,1,0,0,40,38
47,3,0,9,4,0,4,4,1,0,0,40,38
26,3,8,9,2,2,5,2,0,0,0,40,38
29,3,8,9,2,6,0,4,1,0,0,40,38
31,3,9,10,0,14,3,4,1,0,0,40,38
29,4,15,9,4,9,3,4,0,0,0,65,38
39,7,15,9,2,9,1,2,1,0,0,80,38
33,3,0,9,2,9,0,2,1,0,0,60,38
21,3,15,9,0,0,0,2,1,0,0,44,38
50,3,15,9,4,6,0,4,1,0,0,40,38
70,1,11,11,2,3,3,4,1,0,0,40,38
22,3,7,11,2,5,4,4,1,0,0,30,38
47,3,7,9,2,0,5,4,1,0,0,40,38
38,3,11,9,0,2,3,2,0,7688,0,41,38
33,3,9,13,4,11,0,4,1,0,0,44,38
21,1,11,14,4,14,0,4,0,0,0,50,39
19,3,11,4,2,9,3,4,0,0,0,40,38
23,3,8,10,2,12,0,4,1,2174,0,40,38
55,3,11,9,2,7,0,4,0,14084,0,45,38
32,3,15,11,4,7,1,4,1,0,0,25,38
37,3,11,9,2,7,3,4,0,0,0,50,38
59,3,9,9,2,2,0,4,1,0,0,40,38
34,3,15,11,2,5,1,4,1,0,0,40,38
21,3,9,9,6,2,0,2,1,0,0,20,38
38,5,12,7,2,0,3,2,1,0,0,35,29
46,3,12,13,2,2,0,4,1,0,0,15,38
53,3,9,9,4,14,0,4,0,0,0,40,38
49,3,9,9,2,11,0,4,0,0,0,35,38
30,3,15,9,4,9,0,1,0,0,0,44,38
42,3,9,10,2,5,3,4,0,0,0,60,38
29,3,6,9,4,11,0,4,0,0,0,50,38
23,3,15,10,4,3,0,2,1,0,0,40,38
49,3,15,5,0,14,3,2,0,0,0,48,38
26,3,9,6,2,0,0,4,1,3103,0,60,38
34,3,11,10,4,2,1,1,1,0,1602,40,38
50,4,11,14,2,0,1,4,1,5013,0,28,38
48,3,15,16,0,2,0,4,0,0,0,29,38
19,3,11,9,2,2,0,4,0,0,0,56,38
45,3,0,13,2,9,0,4,0,0,0,40,38
43,3,12,9,2,2,0,4,1,0,0,50,38
64,3,11,9,2,7,1,4,1,0,0,40,38
56,4,15,13,2,5,3,2,1,0,0,40,38
50,1,10,9,2,2,0,4,0,0,0,40,38
32,7,9,13,2,7,1,4,0,0,0,40,38
60,3,15,10,0,5,0,2,1,0,0,5,32
33,7,12,12,2,12,1,4,1,0,0,55,38
34,7,9,9,5,11,3,2,0,0,0,36,38
30,5,8,9,3,3,3,4,1,0,0,40,38
32,3,9,10,2,7,5,4,1,0,0,40,38
45,3,11,7,2,9,1,4,0,0,0,50,38
31,5,11,5,4,3,0,4,1,0,0,72,38
60,3,11,9,4,4,1,4,1,4934,2002,24,38
50,4,9,12,4,3,0,4,1,0,0,55,38
59,3,15,10,2,2,3,4,0,0,0,40,38
63,3,9,10,2,14,0,4,1,0,0,99,38
19,3,11,6,6,0,4,4,1,0,0,40,38
49,3,12,13,2,11,1,4,0,15024,0,40,38
33,7,15,9,4,6,3,4,0,0,0,60,38
36,7,7,13,2,6,0,4,1,0,0,50,38
42,3,1,7,2,2,1,4,0,0,0,20,38
23,3,15,3,2,7,3,4,1,0,0,60,38
19,3,11,9,2,5,0,4,0,0,0,40,38
40,5,15,5,2,2,0,2,1,0,0,10,38
32,3,11,9,4,0,3,4,0,0,0,40,38
20,3,11,14,4,4,3,4,1,4650,0,40,38
33,3,15,10,4,4,0,0,1,0,0,40,39
20,1,11,10,4,2,5,4,1,0,0,40,38
45,3,11,7,4,0,0,4,0,0,0,45,2
32,3,9,6,5,3,0,4,0,0,0,35,38
26,3,11,7,2,13,5,4,1,0,0,25,38
41,1,15,10,4,11,3,4,1,0,0,40,38
55,3,1,12,0,5,3,4,1,0,0,50,38
33,3,15,10,2,2,0,4,0,0,0,40,38
64,3,11,9,4,11,0,4,1,0,0,50,38
36,3,11,13,3,2,1,4,1,0,0,36,38
24,5,9,9,0,7,0,4,0,0,1762,1,38
23,5,11,9,4,9,2,4,0,0,0,10,38
39,3,1,6,2,14,0,4,1,0,0,40,38
44,3,9,7,0,6,0,3,1,0,0,40,38
49,3,15,10,4,14,0,4,1,0,0,25,38
57,3,11,10,5,10,0,4,1,0,1902,32,38
67,3,8,13,2,3,3,4,1,0,0,35,38
46,0,11,9,4,3,3,4,1,0,0,50,39
23,6,14,10,4,7,1,4,1,0,0,40,38
56,3,14,9,4,5,3,4,1,0,0,20,38
36,3,15,7,2,11,0,4,0,0,0,15,38
34,3,12,10,4,3,3,2,1,0,0,50,38
30,7,11,9,2,3,0,4,1,0,0,40,38
49,3,15,9,4,0,3,2,1,0,0,40,38
48,3,11,10,4,6,4,4,1,0,0,40,38
25,7,5,9,2,9,1,4,1,0,0,40,38
29,3,1,7,5,2,1,4,1,0,1977,40,38
45,1,11,10,2,3,3,2,1,0,0,30,38
22,7,15,13,4,11,5,4,0,0,0,40,38
25,3,11,9,2,3,1,4,1,0,1977,40,38
50,3,11,9,4,13,0,4,0,0,0,60,38
37,3,9,12,2,7,1,4,0,0,0,40,38
59,3,9,2,0,9,1,4,0,0,0,40,36
32,3,11,10,4,5,0,4,0,0,0,90,38
39,3,12,9,2,9,0,4,0,0,0,10,38
22,5,12,12,2,2,1,4,1,0,0,40,38
54,3,12,2,2,2,0,4,1,0,0,70,38
48,3,11,9,2,14,1,2,1,0,0,45,38
23,3,1,9,0,13,2,4,1,0,0,40,38
21,3,5,9,0,9,1,4,0,0,0,52,38
42,3,11,9,0,6,1,4,0,0,0,45,38
28,3,0,9,4,14,1,4,0,0,0,15,38
28,3,11,10,4,3,0,4,1,7298,0,40,38
44,3,11,16,4,6,3,4,0,0,0,40,38
43,0,15,10,2,0,0,4,1,0,0,30,38
44,3,11,13,2,3,5,4,1,0,0,42,41
29,3,9,10,2,13,2,4,1,0,2205,40,38
26,0,9,13,2,4,4,4,1,0,0,40,38
43,3,9,10,4,2,0,4,1,0,0,40,38
35,3,7,11,4,2,0,4,1,0,0,40,38
59,0,7,9,2,9,3,4,1,0,0,30,38
43,5,11,9,6,11,3,4,1,0,0,40,38
27,3,5,4,2,3,3,4,0,0,0,40,38
62,3,9,14,2,2,0,4,1,594,0,14,38
36,3,9,7,0,14,0,4,1,20051,0,40,33
31,3,9,9,2,0,4,4,0,0,0,40,38
33,3,14,15,4,3,0,2,1,0,0,40,38
56,3,15,11,2,5,0,4,1,4386,0,40,38
49,3,15,7,0,0,0,4,1,0,0,40,38
44,5,11,10,2,0,1,4,1,0,0,40,38
37,3,0,7,2,7,1,4,1,0,0,40,38
19,3,6,10,4,2,3,4,1,0,0,40,6
56,3,15,13,2,0,5,2,1,0,0,50,38
20,3,15,9,4,6,4,4,0,0,0,33,38
22,3,8,13,4,7,3,2,0,0,0,40,39
21,0,11,2,4,14,0,4,1,0,0,40,38
35,7,11,10,4,2,2,2,1,0,0,40,38
48,3,15,14,0,7,0,4,1,0,1564,40,38
20,3,9,10,4,9,3,4,1,0,0,60,38
34,3,5,9,4,10,2,4,1,0,0,40,38
28,3,11,9,4,13,1,4,0,0,0,40,38
33,7,11,9,2,4,4,4,1,0,0,15,38
28,3,4,12,4,7,0,4,1,0,0,32,38
27,3,15,10,0,5,1,4,0,0,0,40,38
38,3,11,9,2,11,0,4,1,0,0,33,38
37,4,9,3,4,2,0,4,1,0,0,50,38
62,3,9,9,2,7,2,4,1,0,0,42,38
50,5,9,14,2,7,1,4,0,0,0,50,38
37,3,7,5,4,14,0,4,1,0,1740,40,38
