mostype,maanthui,mgemomv,mgemleef,moshoofd,mgodrk,mgodpr,mgodov,mgodge,mrelge,mrelsa,mrelov,mfalleen,mfgekind,mfwekind,moplhoog,moplmidd,mopllaag,mberhoog,mberzelf,mberboer,mbermidd,mberarbg,mberarbo,mska,mskb1,mskb2,mskc,mskd,mhhuur,mhkoop,maut1,maut2,maut0,mzfonds,mzpart,minkm30,mink3045,mink4575,mink7512,mink123m,minkgem,mkoopkla
39,1,3,3,9,1,5,1,3,5,1,3,3,2,4,2,3,5,2,1,0,3,2,3,2,2,2,3,2,5,4,4,2,4,7,2,3,5,1,1,0,3,5
38,1,2,4,9,0,5,0,4,2,0,7,4,3,2,2,4,3,2,0,0,4,2,2,1,1,4,3,1,3,6,7,0,2,7,2,5,0,3,2,0,3,3
13,1,3,3,3,0,6,0,3,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,7,0,0,2,0,0,9,9,0,0,4,5,0,5,4,0,0,4,6
34,1,4,2,8,0,7,0,2,7,2,0,0,4,5,0,3,6,2,2,0,2,3,2,0,2,4,4,0,2,7,5,4,0,9,0,0,5,4,0,0,4,6
39,1,2,4,9,0,5,0,4,6,0,3,3,3,4,2,4,4,3,0,2,3,2,1,3,1,5,2,1,0,9,6,3,0,4,5,0,4,4,1,1,5,5
24,1,2,2,5,0,3,1,5,3,4,2,1,7,1,0,4,5,0,0,0,4,2,3,0,3,2,4,0,7,2,4,1,4,9,0,3,5,2,0,0,3,2
3,1,3,3,1,1,5,2,3,5,1,3,0,3,6,0,2,7,0,0,2,3,0,4,0,1,3,3,3,7,2,6,1,3,7,2,3,5,2,0,0,3,6
4,3,2,4,1,2,1,5,2,7,0,2,1,6,3,2,5,2,5,2,1,1,0,2,4,3,1,2,0,2,7,7,0,2,5,4,1,1,8,0,0,5,6
23,1,1,2,5,0,6,1,2,1,2,6,5,3,2,2,5,2,2,0,0,4,1,3,2,3,3,3,0,9,0,5,1,3,5,4,4,3,3,0,0,3,3
41,1,3,3,10,2,7,0,0,9,0,0,1,4,4,0,5,4,3,0,0,5,0,2,1,1,5,3,1,1,8,7,2,0,7,2,1,5,2,0,1,4,4
9,1,3,3,3,2,4,0,4,8,1,0,0,4,5,1,7,1,4,0,0,4,1,2,3,2,2,4,0,8,1,9,0,0,6,3,3,3,3,1,0,3,4
23,1,2,3,5,2,4,2,3,5,2,3,2,4,3,1,3,5,1,1,0,3,3,2,2,2,2,5,1,6,3,7,1,2,7,2,3,4,3,1,0,3,3
11,1,2,3,3,1,4,1,5,5,1,4,3,4,2,0,4,5,1,1,2,4,3,1,1,3,3,3,1,2,7,5,1,4,7,2,5,3,2,0,0,3,6
36,1,2,3,8,0,3,0,6,3,2,4,3,2,5,3,4,4,0,2,0,4,2,3,3,2,0,5,0,7,2,5,2,2,5,4,2,4,4,0,0,4,3
24,1,2,2,5,0,3,1,6,5,2,3,3,2,5,1,4,5,1,0,0,3,4,2,1,2,2,5,1,8,1,6,1,2,8,1,6,3,1,0,0,2,2
10,1,4,3,3,5,3,1,1,8,1,1,1,1,8,1,5,3,1,0,0,5,3,1,1,3,3,3,0,1,8,9,0,0,5,4,3,2,4,0,0,4,8
38,1,2,2,9,0,4,1,5,6,0,3,3,3,4,0,1,8,0,0,0,4,0,5,0,1,2,6,2,9,0,5,0,4,9,0,4,4,2,0,0,3,4
35,1,3,3,8,0,5,1,3,7,1,2,1,4,4,0,2,7,1,0,3,2,2,3,1,2,3,4,1,4,5,6,3,1,7,2,2,5,1,2,0,4,5
34,1,3,2,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4,6
23,1,2,3,5,2,4,2,3,5,2,3,2,4,3,1,3,5,1,1,0,3,3,2,2,2,2,5,1,6,3,7,1,2,7,2,3,4,3,1,0,3,3
37,1,2,3,8,0,4,1,4,6,1,3,1,6,2,2,2,5,1,0,2,3,3,2,2,1,3,3,1,3,6,4,0,5,7,2,2,3,1,3,2,6,4
27,1,3,3,6,2,3,2,3,6,0,3,3,1,5,1,5,4,2,1,1,5,2,1,2,3,2,4,0,1,8,8,1,1,5,4,1,5,4,1,0,4,1
11,1,3,2,3,2,6,1,2,6,2,2,1,4,4,1,4,4,4,0,1,2,2,2,2,2,3,3,1,1,8,6,2,1,4,5,2,3,4,2,0,5,7
39,1,3,3,9,0,7,0,2,6,0,3,3,2,5,2,2,6,3,0,0,1,0,6,2,2,1,2,5,1,8,5,1,3,7,2,5,4,0,0,0,2,5
30,1,3,3,7,0,4,1,4,6,1,3,1,4,5,1,3,5,3,0,1,4,1,2,1,2,4,3,1,2,7,4,0,5,7,2,2,2,2,4,1,6,2
23,1,1,1,5,1,4,2,3,4,1,4,5,4,1,1,4,4,2,1,0,3,4,0,1,1,0,7,0,8,1,6,0,3,7,2,4,0,5,0,0,4,3
3,1,2,3,1,3,3,1,4,8,1,0,0,7,2,4,3,3,6,0,0,1,1,3,6,1,1,1,3,0,9,9,0,0,4,5,3,3,4,0,0,4,6
33,1,3,3,8,0,9,0,0,5,0,4,0,0,9,0,5,4,0,0,2,0,3,5,0,0,0,9,0,9,0,3,2,4,7,2,6,2,2,0,0,2,3
22,2,3,2,5,1,3,2,4,6,1,2,2,2,6,0,3,6,2,0,0,0,6,2,0,1,4,4,1,4,5,5,1,3,7,2,3,5,2,0,0,3,2
9,1,3,3,3,3,4,3,1,7,1,1,1,4,5,1,6,2,1,0,0,6,1,2,1,4,2,3,1,4,5,4,2,3,7,2,2,2,5,1,0,4,4
9,1,2,2,3,1,4,0,5,5,0,4,4,2,4,2,4,4,3,1,0,3,4,0,3,2,1,4,0,8,1,4,1,5,8,1,6,3,1,1,1,2,4
33,1,3,3,8,0,3,0,6,9,0,0,2,2,5,0,4,5,0,0,0,3,6,0,0,0,4,5,0,9,0,5,0,4,6,3,5,4,0,0,0,2,3
41,1,3,3,10,0,7,0,2,6,0,3,3,1,6,0,6,3,3,0,4,2,0,1,3,2,5,1,0,0,9,3,3,3,2,7,1,5,4,0,0,4,4
6,1,3,2,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,2,3,4,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,8
39,2,2,2,9,0,6,1,3,5,1,3,2,2,5,0,2,7,0,0,1,2,3,5,0,1,2,6,2,6,3,5,2,3,8,1,8,1,1,0,0,2,5
36,1,2,4,8,0,4,2,4,5,1,3,2,5,3,2,2,6,3,1,0,1,4,2,3,1,2,4,1,2,7,7,1,2,5,4,2,4,3,1,0,4,3
38,1,3,4,9,2,2,2,4,9,0,0,0,4,5,2,2,6,2,0,0,2,2,4,2,2,0,6,0,9,0,7,0,2,4,5,0,9,0,0,0,3,4
38,1,2,2,9,0,3,1,5,8,0,1,4,1,5,1,1,7,2,0,0,2,3,3,1,0,1,2,6,9,0,7,0,2,9,0,7,2,0,0,0,2,4
38,1,3,3,9,1,5,1,3,5,1,3,3,2,4,2,3,5,2,1,0,3,2,3,2,2,2,3,2,5,4,4,2,4,7,2,3,5,1,1,0,3,4
8,1,3,3,2,1,5,1,3,7,1,2,0,2,7,5,3,2,3,1,0,4,2,1,4,3,2,2,1,1,8,7,0,2,5,4,1,2,4,3,1,6,7
39,1,3,2,9,0,5,0,4,5,1,3,2,1,7,1,4,5,1,1,0,2,3,3,1,3,1,4,1,7,2,5,1,4,7,2,3,5,2,0,0,3,5
41,1,2,3,10,1,4,1,4,7,1,2,3,5,2,0,5,4,2,0,0,3,0,4,0,4,3,2,0,2,7,6,2,1,5,4,3,2,0,4,0,6,4
39,2,2,2,9,0,6,1,3,5,1,3,2,2,5,0,2,7,0,0,1,2,3,5,0,1,2,6,2,6,3,5,2,3,8,1,8,1,1,0,0,2,5
32,1,2,4,7,0,7,2,0,5,0,4,2,4,3,0,4,5,0,0,2,4,4,0,0,2,5,3,0,2,7,5,0,4,7,2,2,7,0,0,0,3,1
22,1,2,3,5,1,3,2,5,5,2,2,4,3,3,1,4,5,1,0,0,3,1,4,1,1,3,3,3,7,2,6,1,3,8,1,2,5,3,1,0,4,2
23,1,1,3,5,0,5,2,2,2,0,7,7,2,0,4,4,2,0,2,0,7,0,1,2,3,3,2,0,9,0,7,0,2,5,4,3,4,0,3,0,5,3
29,1,3,3,7,0,4,2,4,5,1,3,2,5,3,2,4,4,2,1,0,1,2,5,2,1,4,3,1,5,4,7,1,2,5,4,2,2,3,3,0,5,3
24,1,3,2,5,1,4,2,4,7,1,1,1,3,6,1,2,7,0,0,0,2,5,3,0,1,1,6,3,8,1,5,1,4,7,2,2,5,2,1,0,3,2
11,2,2,5,3,2,4,4,0,5,0,4,4,2,3,2,3,4,4,0,0,2,0,4,4,2,0,0,4,0,9,4,2,4,5,4,3,5,1,1,0,3,6
33,1,3,3,8,0,9,0,0,5,0,4,2,3,4,0,3,6,0,0,2,0,3,5,1,0,0,7,2,4,5,3,2,4,7,2,6,2,2,0,0,2,3
33,1,4,2,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4,3
29,1,3,3,7,2,3,2,4,5,2,3,1,3,5,1,1,8,1,0,0,7,1,1,0,1,1,5,3,1,8,5,2,3,6,3,1,7,1,1,1,3,3
33,1,3,3,8,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,1,3,2,4,1,3,6,6,2,2,6,3,2,4,3,1,1,4,3
33,1,3,3,8,0,7,0,2,8,0,1,0,3,6,0,3,6,1,2,1,3,3,2,2,0,1,7,0,4,5,7,2,0,7,2,4,3,3,0,0,3,3
33,1,3,3,8,0,7,1,2,8,0,1,1,4,4,0,4,5,1,0,0,4,2,2,1,1,3,4,2,0,9,7,1,2,6,3,0,5,4,0,0,4,3
33,1,3,3,8,1,4,2,3,7,1,1,1,4,4,1,2,7,2,1,1,1,4,2,2,1,2,5,1,2,7,4,4,2,7,2,3,3,3,0,1,4,3
9,1,3,3,3,2,5,1,2,9,0,0,0,4,5,3,4,3,3,1,0,5,1,2,2,4,2,3,0,7,2,7,2,1,7,2,1,8,1,0,0,3,4
40,1,5,3,10,0,0,5,5,9,0,0,0,0,9,0,9,0,5,0,5,0,0,0,9,0,0,0,0,0,9,7,2,0,7,2,4,2,3,0,0,3,3
7,2,2,2,2,0,7,0,2,6,1,3,3,5,2,2,7,0,2,0,0,7,0,0,2,7,1,0,0,0,9,7,2,1,6,3,1,3,3,4,0,6,6
6,2,3,3,2,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,2,3,2,1,3,6,6,2,2,6,3,2,3,4,2,1,5,8
6,1,3,2,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,2,3,4,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,8
7,1,3,2,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,2,3,4,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,6
32,1,3,3,7,0,6,0,3,7,0,2,0,5,4,2,4,4,2,2,0,3,3,2,3,2,0,4,0,2,7,7,2,0,2,7,0,5,4,0,0,4,1
8,1,4,2,2,2,3,3,2,9,0,0,0,0,9,2,3,4,2,0,0,6,2,0,0,2,4,4,0,2,7,9,0,0,9,0,0,0,4,5,0,8,7
33,1,3,3,8,0,5,0,4,4,0,5,3,2,5,1,3,6,0,0,2,2,4,3,0,1,3,5,1,2,7,5,1,3,7,2,3,3,3,0,0,3,3
33,1,3,3,8,0,4,1,5,6,2,2,2,4,4,1,3,6,1,1,1,3,3,2,1,2,3,4,1,5,4,6,2,2,8,1,4,4,2,1,1,3,3
33,1,2,4,8,0,4,2,4,2,2,6,4,2,4,0,2,7,1,0,0,2,0,7,0,0,2,1,7,7,2,2,2,6,7,2,7,2,0,0,0,2,3
40,1,2,4,10,0,6,0,3,6,0,3,3,3,4,0,2,7,0,0,6,3,0,1,0,2,4,2,3,0,9,4,3,3,4,5,6,0,3,0,0,3,3
24,1,3,2,5,1,4,2,4,7,1,1,1,3,6,1,2,7,0,0,0,2,5,3,0,1,1,6,3,8,1,5,1,4,7,2,2,5,2,1,0,3,2
6,1,3,2,2,2,1,1,6,9,0,0,0,2,7,7,2,1,7,0,0,1,1,1,6,1,2,1,0,0,9,8,1,0,1,8,0,1,7,2,1,6,8
40,1,4,3,10,1,4,1,4,6,0,3,0,3,6,0,6,3,2,0,5,0,0,3,4,2,3,1,1,0,9,6,1,2,6,3,0,1,8,0,0,5,3
34,2,3,2,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4,6
31,1,3,2,7,1,2,2,5,5,2,3,1,3,6,1,3,6,0,0,0,3,3,3,0,1,2,6,1,8,1,5,1,4,8,1,3,5,2,1,0,3,1
9,1,4,3,3,0,6,1,2,8,0,1,1,1,7,2,2,6,1,0,0,4,4,2,1,3,0,6,1,2,7,8,1,0,7,2,4,2,4,0,0,3,4
39,1,2,4,9,0,9,0,0,5,0,4,4,2,3,0,3,6,0,0,2,0,3,5,2,0,0,5,3,0,9,3,2,4,7,2,5,0,4,0,0,2,5
36,1,3,3,8,0,6,1,2,7,1,2,1,4,4,1,2,6,1,0,1,3,2,4,1,1,2,6,1,5,4,5,2,3,6,3,2,5,2,1,0,3,3
6,2,3,3,2,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,2,3,2,1,3,6,6,2,2,6,3,2,3,4,2,1,5,8
33,1,2,2,8,0,4,2,4,3,2,4,4,4,2,0,5,4,0,0,0,7,0,2,0,5,0,4,0,7,2,7,0,2,9,0,4,5,0,0,0,3,3
12,1,3,3,3,0,6,0,3,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,7,0,0,2,0,0,9,9,0,0,4,5,0,5,4,0,0,4,7
13,1,3,3,3,0,3,0,6,7,0,2,2,2,6,2,5,3,1,0,0,6,0,2,1,2,4,3,0,6,3,5,1,3,8,1,2,6,2,0,0,3,6
40,1,3,3,10,0,7,1,2,5,1,4,4,4,2,0,2,7,2,0,1,3,3,2,1,1,2,5,2,4,5,4,1,5,7,2,6,1,2,0,0,2,3
39,1,2,4,9,0,6,2,1,7,0,2,2,4,3,2,4,4,1,2,3,2,3,1,4,2,0,4,0,3,6,5,2,2,7,2,5,3,1,0,2,5,5
33,1,2,2,8,0,3,2,4,5,2,3,3,4,3,0,4,5,0,0,0,5,4,0,0,3,0,6,0,7,2,9,0,0,9,0,3,6,0,0,0,3,3
38,1,1,1,9,0,6,0,3,0,2,7,7,2,0,9,0,0,2,0,0,2,2,4,0,3,6,0,0,9,0,0,0,9,2,7,9,0,0,0,0,1,4
40,1,3,2,10,1,3,0,5,6,1,2,2,3,5,2,4,4,2,0,5,0,2,2,3,0,3,3,0,2,7,5,3,1,3,6,4,0,4,2,0,5,3
33,1,2,3,8,0,7,0,2,7,2,0,0,5,4,0,3,6,2,0,0,2,5,2,2,1,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,3
8,1,3,3,2,1,5,0,4,8,1,1,0,4,5,1,5,3,3,0,0,4,3,1,1,2,4,3,0,2,7,6,3,0,5,4,2,3,5,1,0,4,7
40,1,5,3,10,1,1,5,3,9,0,0,0,1,8,0,6,3,1,0,6,3,0,0,3,1,6,0,0,0,9,6,3,0,9,0,1,6,3,0,0,3,3
23,1,2,3,5,0,5,1,4,2,1,7,3,4,2,2,5,2,1,1,1,7,2,1,1,4,1,4,0,8,1,6,1,3,7,2,3,6,1,1,0,3,3
31,1,1,4,7,1,5,0,4,6,0,3,6,0,3,0,4,5,2,0,0,3,3,3,3,0,0,0,6,6,3,4,2,4,7,2,3,3,2,1,1,4,1
10,1,3,3,3,0,4,2,4,7,1,2,0,0,9,0,9,0,1,0,0,3,3,3,0,0,0,9,0,5,4,7,1,1,8,1,1,6,2,1,0,4,8
33,1,3,3,8,1,4,1,5,7,1,2,1,4,4,2,3,4,3,0,2,2,3,1,3,1,3,3,2,3,6,7,2,1,5,4,3,2,3,2,0,4,3
36,1,2,4,8,1,4,0,5,7,0,2,5,3,2,0,2,7,2,1,1,3,2,2,0,0,3,6,0,3,6,6,2,1,4,5,6,2,0,2,0,3,3
41,1,3,3,10,0,5,0,4,7,2,0,0,3,6,0,4,5,2,0,2,0,4,3,2,0,2,5,0,4,5,7,2,0,5,4,2,2,3,3,0,5,4
33,2,3,3,8,0,5,0,4,7,0,2,2,2,6,0,2,7,0,2,2,0,6,0,1,0,2,6,0,2,7,4,4,2,8,1,5,2,3,0,0,3,3
33,1,3,3,8,2,4,3,2,9,0,0,0,4,5,3,4,3,5,0,0,4,0,0,5,2,0,3,0,3,6,5,4,0,3,6,0,5,2,3,0,5,3
25,1,1,5,6,4,2,4,0,4,0,5,7,2,1,2,2,6,3,0,0,3,2,3,1,1,4,2,3,8,1,2,0,7,5,4,4,1,4,2,0,3,1
1,1,3,4,1,1,5,1,3,6,1,2,0,4,5,8,1,1,5,0,0,1,1,4,4,1,4,1,0,0,9,7,2,1,5,4,0,1,5,4,1,7,8
33,1,2,4,8,0,2,0,7,9,0,0,0,6,3,0,0,9,0,0,0,2,4,4,0,0,0,7,2,9,0,7,2,0,9,0,5,4,0,0,0,3,3
33,1,2,3,8,0,4,1,4,4,2,3,3,5,2,2,5,2,2,1,1,6,1,1,2,3,2,3,0,8,1,6,1,3,7,2,3,5,1,1,0,3,3
36,1,1,2,8,0,6,1,2,1,2,6,5,3,2,2,5,2,2,0,0,4,1,3,2,3,3,3,0,9,0,5,1,3,5,4,4,3,3,0,0,3,3
24,1,2,4,5,2,4,1,4,4,1,5,5,2,3,3,2,4,2,0,0,3,2,2,2,1,2,4,1,8,1,6,0,3,6,3,5,3,2,0,1,3,2
32,1,4,3,7,2,7,0,0,6,1,3,2,1,7,0,4,5,2,1,0,3,2,4,1,2,3,4,1,0,9,5,2,3,7,2,0,4,4,1,0,5,1
8,1,4,2,2,2,3,3,2,9,0,0,0,0,9,2,3,4,2,0,0,6,2,0,0,2,4,4,0,2,7,9,0,0,9,0,0,0,4,5,0,8,7
33,1,3,3,8,0,6,2,1,6,0,3,2,3,4,1,2,7,1,0,2,2,1,5,1,2,2,5,1,1,8,7,0,2,7,2,0,5,4,0,0,4,3
12,1,3,2,3,4,1,0,5,6,3,0,0,4,5,5,3,2,5,0,0,3,1,2,4,3,1,2,0,0,9,6,3,0,2,7,0,3,4,3,1,7,7
33,1,2,4,8,2,5,0,3,9,0,0,0,6,3,0,5,4,2,0,0,7,0,0,2,3,2,4,0,3,6,7,0,2,6,3,2,4,4,0,0,4,3
23,1,2,2,5,0,1,3,6,1,3,5,5,0,4,0,0,9,0,0,0,0,3,6,0,0,0,3,6,9,0,5,1,3,8,1,5,4,0,0,0,2,3
33,1,2,4,8,0,5,4,1,6,1,2,2,5,2,1,1,8,1,0,0,2,5,2,1,1,1,8,0,4,5,7,0,2,8,1,4,4,2,0,0,3,3
10,1,4,3,3,3,5,0,1,9,0,0,0,3,6,2,5,3,2,1,0,3,3,2,1,3,3,3,1,2,7,8,0,1,6,3,1,4,3,2,1,6,8
37,1,2,3,8,0,4,1,4,6,1,3,1,5,3,1,5,3,1,0,1,2,1,5,1,1,5,3,1,3,6,4,0,5,7,2,3,3,1,3,1,5,4
6,1,3,2,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,2,3,4,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,8
22,1,2,4,5,0,5,2,2,9,0,0,0,6,3,7,0,2,3,5,0,0,0,2,6,0,2,2,0,0,9,9,0,0,2,7,0,2,5,2,0,6,2
3,1,2,4,1,0,4,0,5,7,0,2,2,6,2,3,5,1,6,1,0,2,0,1,6,0,2,2,0,6,3,7,2,0,3,6,2,4,4,1,0,5,6
33,1,3,2,8,0,2,4,4,8,1,1,1,4,5,0,5,4,0,0,0,4,1,5,0,3,2,4,0,5,4,8,1,0,9,0,8,1,1,0,0,2,3
9,1,3,3,3,0,5,0,4,7,2,0,0,2,7,2,5,3,2,0,0,4,2,2,2,2,4,2,1,8,1,9,0,0,5,4,2,4,3,2,0,5,4
31,1,2,4,7,1,6,0,2,7,0,2,0,5,4,0,0,9,3,0,0,3,2,2,0,0,0,5,4,9,0,6,0,3,7,2,1,4,4,0,0,4,1
23,1,1,2,5,2,4,2,4,7,1,2,8,0,1,5,4,0,1,0,0,3,3,3,0,5,1,3,0,8,1,7,1,2,6,3,3,5,1,0,0,3,3
30,1,2,4,7,0,3,0,6,2,0,7,6,0,3,0,2,7,4,0,0,0,0,5,0,2,0,7,0,6,3,3,0,6,7,2,7,0,2,0,0,2,2
27,1,1,6,6,1,3,1,5,1,1,7,5,4,0,1,2,6,4,0,0,0,2,4,2,0,2,3,4,9,0,3,0,6,7,2,6,3,0,0,0,2,1
10,1,4,2,3,1,2,1,5,7,2,0,0,2,7,2,5,2,3,1,0,4,2,0,2,4,2,2,0,0,9,7,1,2,6,3,1,5,3,1,0,4,8
2,1,2,5,1,0,9,0,0,9,0,0,0,7,2,6,3,0,6,2,0,2,0,0,7,2,0,0,0,0,9,9,0,0,0,9,2,3,3,2,1,5,6
27,2,2,4,6,0,4,2,3,5,0,4,4,2,4,0,0,9,0,0,2,2,3,3,0,0,2,3,5,9,0,7,0,2,9,0,2,7,0,0,0,3,1
29,1,2,5,7,2,2,2,4,6,0,3,3,4,2,0,1,8,1,0,0,1,4,5,0,1,1,4,5,9,0,4,3,3,9,0,1,8,0,0,0,3,3
4,1,2,4,1,1,5,0,4,4,2,4,4,4,2,2,4,4,3,0,0,4,1,2,3,2,3,3,0,6,3,7,1,2,6,3,3,3,4,1,0,4,6
38,1,2,2,9,0,4,1,5,6,0,3,3,3,4,0,1,8,0,0,0,4,0,5,0,1,2,6,2,9,0,5,0,4,9,0,4,4,2,0,0,3,4
33,1,4,2,8,0,8,1,0,9,0,0,0,2,7,2,3,4,3,1,0,4,1,1,3,2,2,4,0,0,9,7,2,0,6,3,0,6,3,0,0,4,3
12,1,3,3,3,0,6,0,3,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,7,0,0,2,0,0,9,9,0,0,4,5,0,5,4,0,0,4,7
41,1,3,3,10,0,5,0,4,7,1,1,1,4,5,2,4,4,3,0,1,2,2,2,4,2,1,4,0,5,4,7,2,0,8,1,3,2,4,1,0,4,4
33,1,2,3,8,1,4,2,3,7,2,1,1,6,3,1,1,8,1,1,2,1,4,3,1,1,3,6,1,1,8,4,4,2,7,2,4,3,3,0,1,3,3
33,1,3,3,8,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,2,0,2,3,4,3,6,5,2,3,7,2,5,4,0,0,0,2,3
10,1,4,3,3,0,5,2,3,7,1,1,1,3,6,2,5,3,4,0,0,3,2,0,3,2,3,3,0,1,8,8,0,1,5,4,0,5,4,0,0,4,8
31,1,3,3,7,2,2,0,5,6,1,3,3,1,6,0,1,8,3,0,1,0,2,4,0,0,2,3,4,6,3,6,0,3,9,0,3,6,0,0,0,2,1
2,1,2,3,1,1,5,1,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,1,1,2,5,1,4,5,6,1,2,7,2,3,5,2,0,0,3,6
18,1,2,4,4,2,1,2,5,3,1,6,4,4,1,4,4,2,4,0,0,1,2,3,2,2,4,2,2,2,7,3,0,6,3,6,6,3,1,1,0,2,2
41,1,4,3,10,0,5,1,3,8,1,1,1,2,7,0,2,7,1,0,4,1,1,5,1,2,3,4,1,1,8,7,1,1,8,1,2,3,2,4,0,5,4
33,2,3,3,8,0,4,0,5,7,0,2,2,1,6,0,2,7,0,0,0,3,6,0,0,1,1,6,2,4,5,5,2,3,8,1,3,4,2,0,0,3,3
33,1,3,3,8,0,4,1,5,6,2,2,2,4,4,1,3,6,1,1,1,3,3,2,1,2,3,4,1,5,4,6,2,2,8,1,4,4,2,1,1,3,3
8,1,3,3,2,1,5,1,3,7,1,2,0,2,7,5,3,2,3,1,0,4,2,1,4,3,2,2,1,1,8,7,0,2,5,4,1,2,4,3,1,6,7
24,1,2,3,5,3,1,1,5,3,2,5,5,4,2,0,8,1,1,0,0,5,2,2,1,2,6,2,0,2,7,5,2,2,8,1,4,5,1,0,0,2,2
36,1,2,4,8,0,4,0,5,9,0,0,0,7,2,0,0,9,0,0,0,0,5,4,0,0,0,7,2,9,0,5,0,4,9,0,4,4,2,0,0,3,3
21,1,3,3,5,1,4,1,5,6,2,2,2,3,5,1,3,6,1,0,0,3,3,2,1,2,1,5,2,8,1,6,1,2,8,1,3,5,2,1,1,3,1
8,1,3,3,2,0,6,3,0,9,0,0,1,5,3,2,4,4,3,0,2,3,2,1,3,2,2,3,0,1,8,4,4,2,4,5,2,4,1,3,1,5,8
24,1,2,3,5,0,7,0,2,7,2,0,0,5,4,0,3,6,2,0,0,2,5,2,2,1,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,2
37,2,2,3,8,0,4,1,4,6,0,3,2,4,4,3,4,3,3,1,0,4,1,2,3,3,1,1,3,4,5,4,2,4,5,4,1,2,2,4,1,7,4
33,1,3,3,8,0,7,0,2,8,0,1,0,3,6,0,3,6,1,2,1,3,3,2,2,0,1,7,0,4,5,7,2,0,7,2,4,3,3,0,0,3,3
36,1,3,3,8,0,7,0,2,6,0,3,3,3,4,0,5,4,2,0,0,4,4,0,2,2,0,5,0,4,5,7,2,0,7,2,0,3,4,3,0,6,3
33,1,3,3,8,0,4,1,5,6,2,2,2,4,4,1,3,6,1,1,1,3,3,2,1,2,3,4,1,5,4,6,2,2,8,1,4,4,2,1,1,3,3
9,1,2,3,3,1,4,0,5,7,0,2,2,5,3,1,6,2,2,0,0,6,0,2,1,1,6,2,0,8,1,5,1,4,6,3,1,1,8,0,0,5,4
33,1,3,3,8,0,7,0,2,8,0,1,0,3,6,0,3,6,1,2,1,3,3,2,2,0,1,7,0,4,5,7,2,0,7,2,4,3,3,0,0,3,3
39,1,2,3,9,3,5,0,2,9,0,0,0,5,4,2,4,4,2,0,0,6,0,2,1,2,3,4,0,6,3,7,2,0,7,2,3,4,2,1,0,3,5
5,1,2,3,1,0,5,1,4,5,1,4,3,2,5,2,3,4,3,1,0,1,4,2,3,1,2,4,1,3,6,6,1,3,6,3,3,5,1,2,0,4,3
22,2,3,2,5,1,3,2,4,6,1,2,2,2,6,0,3,6,2,0,0,0,6,2,0,1,4,4,1,4,5,5,1,3,7,2,3,5,2,0,0,3,2
10,1,4,2,3,2,0,2,5,9,0,0,0,3,6,2,4,4,2,0,0,3,5,0,2,0,3,5,0,0,9,9,0,0,7,2,0,5,4,0,0,4,8
4,2,2,5,1,0,7,0,2,7,0,2,2,7,0,2,6,2,6,0,0,3,0,0,3,1,6,0,0,0,9,9,0,0,6,3,2,2,5,0,0,4,6
1,2,3,3,1,4,0,2,4,9,0,0,0,5,4,7,2,0,8,0,0,0,0,1,9,0,0,0,0,0,9,5,1,3,5,4,0,0,4,4,2,9,8
9,1,3,3,3,3,4,3,1,7,1,1,1,4,5,1,6,2,1,0,0,6,1,2,1,4,2,3,1,4,5,4,2,3,7,2,2,2,5,1,0,4,4
4,2,2,4,1,0,5,1,3,6,1,3,3,4,3,3,3,4,3,1,1,3,2,2,3,2,2,3,1,3,6,6,1,3,7,2,3,2,4,1,0,3,6
35,1,3,3,8,0,5,1,3,6,2,1,1,4,4,1,3,6,2,0,1,3,3,2,2,1,2,5,1,5,4,6,1,2,6,3,2,4,3,1,1,4,5
39,1,4,2,9,2,4,2,2,8,0,1,1,3,6,1,3,6,1,0,0,2,4,4,1,1,2,5,2,9,0,8,1,1,8,1,1,6,2,2,0,4,5
